time,rtt
0,83.48971171662119
100,83.48971171662119
200,83.48971171662119
300,83.48971171662119
400,83.48971171662119
500,83.48971171662119
600,83.48971171662119
700,83.48971171662119
800,83.48971171662119
900,83.48971171662119
1000,83.48971171662119
1100,83.48971171662119
1200,83.48971171662119
1300,83.48971171662119
1400,83.48971171662119
1500,83.48971171662119
1600,83.48971171662119
1700,83.48971171662119
1800,83.48971171662119
1900,83.48971171662119
2000,83.48971171662119
2100,83.48971171662119
2200,83.48971171662119
2300,83.48971171662119
2400,83.48971171662119
2500,83.48971171662119
2600,83.48971171662119
2700,83.48971171662119
2800,83.48971171662119
2900,83.48971171662119
3000,83.48971171662119
3100,83.48971171662119
3200,83.48971171662119
3300,83.48971171662119
3400,83.48971171662119
3500,83.48971171662119
3600,83.48971171662119
3700,83.48971171662119
3800,83.48971171662119
3900,83.48971171662119
4000,83.48971171662119
4100,83.48971171662119
4200,83.48971171662119
4300,83.48971171662119
4400,83.48971171662119
4500,83.48971171662119
4600,83.48971171662119
4700,83.48971171662119
4800,83.48971171662119
4900,83.48971171662119
5000,83.48971171662119
5100,83.48971171662119
5200,83.48971171662119
5300,83.48971171662119
5400,83.48971171662119
5500,83.48971171662119
5600,83.48971171662119
5700,83.48971171662119
5800,83.48971171662119
5900,83.48971171662119
6000,83.48971171662119
6100,83.48971171662119
6200,83.48971171662119
6300,83.48971171662119
6400,83.48971171662119
6500,83.48971171662119
6600,83.48971171662119
6700,83.48971171662119
6800,83.48971171662119
6900,83.48971171662119
7000,83.48971171662119
7100,83.48971171662119
7200,83.48971171662119
7300,83.48971171662119
7400,83.48971171662119
7500,83.48971171662119
7600,83.48971171662119
7700,83.48971171662119
7800,83.48971171662119
7900,83.48971171662119
8000,83.48971171662119
8100,83.48971171662119
8200,83.48971171662119
8300,83.48971171662119
8400,83.48971171662119
8500,83.48971171662119
8600,83.48971171662119
8700,83.48971171662119
8800,83.48971171662119
8900,83.48971171662119
9000,83.48971171662119
9100,83.48971171662119
9200,83.48971171662119
9300,83.48971171662119
9400,83.48971171662119
9500,83.48971171662119
9600,83.48971171662119
9700,83.48971171662119
9800,83.48971171662119
9900,83.48971171662119
10000,83.48971171662119
10100,83.48971171662119
10200,83.48971171662119
10300,83.48971171662119
10400,83.48971171662119
10500,83.48971171662119
10600,83.48971171662119
10700,83.48971171662119
10800,83.48971171662119
10900,83.48971171662119
11000,83.48971171662119
11100,83.48971171662119
11200,83.48971171662119
11300,83.48971171662119
11400,83.48971171662119
11500,83.48971171662119
11600,83.48971171662119
11700,83.48971171662119
11800,83.48971171662119
11900,83.48971171662119
12000,83.48971171662119
12100,83.48971171662119
12200,83.48971171662119
12300,83.48971171662119
12400,83.48971171662119
12500,83.48971171662119
12600,83.48971171662119
12700,83.48971171662119
12800,83.48971171662119
12900,83.48971171662119
13000,83.48971171662119
13100,83.48971171662119
13200,83.48971171662119
13300,83.48971171662119
13400,83.48971171662119
13500,83.48971171662119
13600,83.48971171662119
13700,83.48971171662119
13800,83.48971171662119
13900,83.48971171662119
14000,83.48971171662119
14100,83.48971171662119
14200,83.48971171662119
14300,83.48971171662119
14400,83.48971171662119
14500,83.48971171662119
14600,83.48971171662119
14700,83.48971171662119
14800,83.48971171662119
14900,83.48971171662119
15000,83.48971171662119
15100,83.48971171662119
15200,83.48971171662119
15300,83.48971171662119
15400,83.48971171662119
15500,83.48971171662119
15600,83.48971171662119
15700,83.48971171662119
15800,83.48971171662119
15900,83.48971171662119
16000,83.48971171662119
16100,83.48971171662119
16200,83.48971171662119
16300,83.48971171662119
16400,83.48971171662119
16500,83.48971171662119
16600,83.48971171662119
16700,83.48971171662119
16800,83.48971171662119
16900,83.48971171662119
17000,83.48971171662119
17100,83.48971171662119
17200,83.48971171662119
17300,83.48971171662119
17400,83.48971171662119
17500,83.48971171662119
17600,83.48971171662119
17700,83.48971171662119
17800,83.48971171662119
17900,83.48971171662119
18000,83.48971171662119
18100,83.48971171662119
18200,83.48971171662119
18300,83.48971171662119
18400,83.48971171662119
18500,83.48971171662119
18600,83.48971171662119
18700,83.48971171662119
18800,83.48971171662119
18900,83.48971171662119
19000,83.48971171662119
19100,83.48971171662119
19200,83.48971171662119
19300,83.48971171662119
19400,83.48971171662119
19500,83.48971171662119
19600,83.48971171662119
19700,83.48971171662119
19800,83.48971171662119
19900,83.48971171662119
20000,86.04408380295473
20100,86.04486392598237
20200,86.04565488984312
20300,86.04645711149206
20400,86.04727017397411
20500,86.04809491119948
20600,86.04893048925796
20700,86.04977690814952
20800,86.0506345848293
20900,86.0515035192973
21000,86.05238329459837
21100,86.05327432768767
21200,86.05417620161006
21300,86.05508933332068
21400,86.05601372281949
21500,86.0569489531514
21600,86.05789544127153
21700,86.05885235326963
21800,86.05982135696618
21900,86.0608007845407
22000,86.06179146990344
22100,86.06279299609928
22200,86.06380578008333
22300,86.06482982185558
22400,86.06586470446094
22500,86.06691001094426
22600,86.06796740912604
22700,86.0690352311858
22800,86.07011389407863
22900,86.0712038147597
23000,86.07230499322897
23100,86.07341742948645
23200,86.07454028962192
23300,86.07567440754559
23400,86.07681936630236
23500,86.07797599980246
23600,86.07914305718053
23700,86.0803209553917
23800,86.08151011139108
23900,86.08271010822355
24000,86.08392136284425
24100,86.08514345829803
24200,86.0863763945849
24300,86.08762058865999
24400,86.08887562356817
24500,86.09014149930945
24600,86.09141863283894
24700,86.09270660720152
24800,86.0940054223972
24900,86.0953154953811
25000,86.09663640919808
25100,86.09796774689303
25200,86.09931075933133
25300,86.1006641956476
25400,86.10202847279696
25500,86.10340442468964
25600,86.10479080046032
25700,86.10618801706408
25800,86.10759649145605
25900,86.109015389726
26000,86.11018369796943
26100,86.11068946452878
26200,86.11120523801098
26300,86.11173310319163
26400,86.11227139225025
26500,86.11282135605221
26600,86.11338174373215
26700,86.11395338920029
26800,86.11453629245665
26900,86.1151300365461
27000,86.11573503842376
27100,86.11635088113452
27200,86.1169779816335
27300,86.11761633992069
27400,86.11826553904096
27500,86.11892557899434
27600,86.11959687673593
27700,86.1202790153106
27800,86.12097282862862
27900,86.1216770658246
28000,86.1223925608088
28100,86.12311931358121
28200,86.12385690718672
28300,86.12460534162533
28400,86.12536503385213
28500,86.12613598386717
28600,86.12691777471528
28700,86.1277104063965
28800,86.12851429586593
28900,86.12932902616845
29000,86.1301554312143
29100,86.13099184318301
29200,86.13183992989505
29300,86.13269885744019
29400,86.13356904277354
29500,86.13444965198487
29600,86.13534193593952
29700,86.13624506072726
29800,86.13715902634812
29900,86.13808424975716
30000,86.1390198970442
30100,86.13996680211943
30200,86.1409249649829
30300,86.14189396867944
30400,86.14287381320909
30500,86.14386491552695
30600,86.14486727563302
30700,86.14588005961707
30800,86.1469036844342
30900,86.14793856703956
31000,86.14898470743312
31100,86.15004127170467
31200,86.15110951071954
31300,86.15218775665726
31400,86.15327767733832
31500,86.15437843885248
31600,86.15549004119973
31700,86.15661248438006
31800,86.15774618534861
31900,86.15889072715026
32000,86.1600456928299
32100,86.16121233325285
32200,86.16238939755378
32300,86.16357771964292
32400,86.16477688256516
32500,86.1659868863205
32600,86.16720773090891
32700,86.16843983328555
32800,86.16968235954016
32900,86.17093614358299
33000,86.17220035150379
33100,86.1734758172128
33200,86.17476212375492
33300,86.17605927113011
33400,86.17736725933841
33500,86.17868650533492
33600,86.18001659216452
33700,86.1813571028721
33800,86.1827088713679
33900,86.18407106374165
34000,86.18544409694852
34100,86.18682838794359
34200,86.18822351977175
34300,86.1896290754779
34400,86.19104547201714
34500,86.19247312634458
34600,86.19391162150512
34700,86.19536095749876
34800,86.19682071737037
34900,86.19829131807508
35000,86.19977275961287
35100,86.20126504198376
35200,86.20276816518775
35300,86.20428212922484
35400,86.20580693409501
35500,86.20734257979828
35600,86.20888864937952
35700,86.21044597674897
35800,86.21201331104129
35900,86.21359232007693
36000,86.21518133603543
36100,86.21678160978215
36200,86.21839230740683
36300,86.22001384586461
36400,86.2216462251555
36500,86.22328902832434
36600,86.22494308928141
36700,86.22660757411644
36800,86.22828248282946
36900,86.22996823237557
37000,86.23166482275477
37100,86.23337183701194
37200,86.23509010905734
37300,86.2368188049807
37400,86.23855750782693
37500,86.24030788541647
37600,86.242068686884
37700,86.2438399122295
37800,86.24562156145298
37900,86.24741405150955
38000,86.24921779935433
38100,86.25103113716685
38200,86.25285573276759
38300,86.25469116920141
38400,86.2565366125581
38500,86.25839289674788
38600,86.26025960481563
38700,86.26213715371648
38800,86.2640251264953
38900,86.26592435706233
39000,86.26783359455223
39100,86.26975283896496
39200,86.27168375812104
39300,86.27362468419999
39400,86.27557603415688
39500,86.27753780799178
39600,86.27951042265975
39700,86.28149346120571
39800,86.28348734058476
39900,86.28549164384178
40000,86.28750595402165
40100,86.28953152198974
40200,86.29156709688068
40300,86.29361309564962
40400,86.2956695182965
40500,86.29773678177649
40600,86.29981446913446
40700,86.30190258037041
40800,86.3040006985292
40900,86.30610965752109
41000,86.30822904039096
41100,86.31035843018368
41200,86.3124986608095
41300,86.3146497322684
41400,86.31681039369505
41500,86.31898231290991
41600,86.3211638220925
41700,86.32335617210819
41800,86.32555852904673
41900,86.32777130986327
42000,86.32999493151287
42100,86.33222897704046
42200,86.33447302949091
42300,86.33672708886421
42400,86.3389919890706
42500,86.34126689619985
42600,86.34355222720708
42700,86.34584798209228
42800,86.34815374390034
42900,86.35046992958638
43000,86.35279653915038
43100,86.35513357259236
43200,86.3574806129572
43300,86.35983807720001
43400,86.36220554836568
43500,86.36458344340933
43600,86.36697176233095
43700,86.3693696712203
43800,86.37177842094275
43900,86.37419717758806
44000,86.37662594115622
44100,86.37906512860235
44200,86.38151473992647
44300,86.38397435817343
44400,86.38644356638814
44500,86.38892403239106
44600,86.3914136714066
44700,86.39391415125522
44800,86.39642422107158
44900,86.39894471476593
45000,86.40147521538313
45100,86.40401572292318
45200,86.40656707129632
45300,86.40912759268208
45400,86.41169853794582
45500,86.41427949013243
45600,86.416870866197
45700,86.41947224918442
45800,86.42208322213958
45900,86.42470461897273
46000,86.42733602272872
46100,86.42997743340757
46200,86.43262843405415
46300,86.43528985857871
46400,86.43796129002614
46500,86.44064272839641
46600,86.44333417368954
46700,86.4460352089504
46800,86.44874666808926
46900,86.45146813415094
47000,86.45419919018038
47100,86.45694025313267
47200,86.45969132300782
47300,86.46245239980583
47400,86.46522348352669
47500,86.46800374026016
47600,86.47079483782673
47700,86.47359510840592
47800,86.47640580286308
47900,86.47922608728798
48000,86.48205637863573
48100,86.48489584299611
48200,86.48774573123445
48300,86.49060562639566
48400,86.4934751115246
48500,86.4963546035764
48600,86.49924368559594
48700,86.50214235758321
48800,86.50505103649334
48900,86.5079693053712
49000,86.5108971642168
49100,86.51383544694039
49200,86.5167833196317
49300,86.51974036533562
49400,86.52270741796242
49500,86.52568406055694
49600,86.52867112702944
49700,86.53166694955944
49800,86.5346727790123
49900,86.537688615388
